time_step,stress_t,stress_tdt,pl_strain_t,pl_strain_tdt,el_strain_t,el_strain_tdt,strain_t,strain_tdt,energy_tdt,dissipation_rate,group,strain_dynamic_tdt,stress_dynamic_tdt
2281,-82.42320573,-60.73851005,0.004552076,0.004499207,-0.000452076,-0.000299207,0.0041,0.0042,0.135777527,0.003163754,4,0.005,0.02909975
2282,-60.73851005,-29.77225361,0.004499207,0.004466498,-0.000299207,-0.000166498,0.0042,0.0043,0.131358378,0.0010892,4,0.005,0.02909975
2283,-29.77225361,-10.59015804,0.004466498,0.00445129,-0.000166498,-5.13E-05,0.0043,0.0044,0.130176683,0.000156002,4,0.005,0.02909975
2284,-10.59015804,9.488257655,0.00445129,0.004451275,-5.13E-05,4.87E-05,0.0044,0.0045,0.131151183,-1.43E-07,4,0.005,0.02909975
2285,9.488257655,29.5193369,0.004451275,0.00446445,4.87E-05,0.00013555,0.0045,0.0046,0.133505688,0.000357171,4,0.005,0.02909975
2286,29.5193369,44.00716779,0.00446445,0.004489075,0.00013555,0.000210925,0.0046,0.0047,0.136685383,0.001038809,4,0.005,0.02909975
2287,44.00716779,55.11585338,0.004489075,0.00452364,0.000210925,0.00027636,0.0047,0.0048,0.140302103,0.001910489,4,0.005,0.02909975
2288,55.11585338,66.71519324,0.00452364,0.004566835,0.00027636,0.000333165,0.0048,0.0049,0.144087193,0.002878185,4,0.005,0.02909975
2289,66.71519324,75.77800215,0.004566835,0.004617521,0.000333165,0.000382479,0.0049,0.005,0.14785951,0.00387726,4,0.005,0.02909975
2290,75.77800215,85.53692185,0.004617521,0.00467471,0.000382479,0.00042529,0.005,0.0051,0.151500929,0.004864404,4,0.005,0.02909975
2291,85.53692185,95.30703039,0.00467471,0.004737545,0.00042529,0.000462455,0.0051,0.0052,0.154938357,0.005811672,4,0.005,0.02909975
2292,95.30703039,94.71761532,0.004737545,0.004805281,0.000462455,0.000494719,0.0052,0.0053,0.15813068,0.006702074,4,0.005,0.02909975
2293,94.71761532,111.0908526,0.004805281,0.004877272,0.000494719,0.000522728,0.0053,0.0054,0.161058897,0.007526343,4,0.005,0.02909975
2294,111.0908526,113.2325829,0.004877272,0.004952957,0.000522728,0.000547043,0.0054,0.0055,0.163719168,0.008280565,4,0.005,0.02909975
2295,113.2325829,114.6934411,0.004952957,0.005031848,0.000547043,0.000568152,0.0055,0.0056,0.166117791,0.008964453,4,0.005,0.02909975
2296,114.6934411,106.3287463,0.005031848,0.005113523,0.000568152,0.000586477,0.0056,0.0057,0.168267228,0.009580108,4,0.005,0.02909975
2297,106.3287463,118.8556649,0.005113523,0.005197615,0.000586477,0.000602385,0.0057,0.0058,0.170183776,0.010131118,4,0.005,0.02909975
2298,118.8556649,127.3060847,0.005197615,0.005283805,0.000602385,0.000616195,0.0058,0.0059,0.171885707,0.010621932,4,0.005,0.02909975
2299,127.3060847,134.0470326,0.005283805,0.005371816,0.000616195,0.000628184,0.0059,0.006,0.173391968,0.011057416,4,0.005,0.02909975
2300,134.0470326,86.67811421,0.005371816,0.005447909,0.000628184,0.000452091,0.006,0.0059,0.157469962,0.006880244,4,0.005,0.00172
2301,86.67811421,57.49060943,0.005447909,0.00550078,0.000452091,0.00029922,0.0059,0.0058,0.148321556,0.003164009,4,0.005,0.00172
2302,57.49060943,33.01570016,0.00550078,0.005533491,0.00029922,0.000166509,0.0058,0.0057,0.143902042,0.001089331,4,0.005,0.00172
2303,33.01570016,10.88857414,0.005533491,0.0055487,0.000166509,5.13E-05,0.0057,0.0056,0.142720009,0.000156047,4,0.005,0.00172
2304,10.88857414,-9.326122471,0.0055487,0.005548716,5.13E-05,-4.87E-05,0.0056,0.0055,0.143694339,-1.56E-07,4,0.005,0.00172
2305,-9.326122471,-26.4781558,0.005548716,0.005535543,-4.87E-05,-0.000135543,0.0055,0.0054,0.146048527,0.000357121,4,0.005,0.00172
2306,-26.4781558,-42.51786447,0.005535543,0.005510919,-0.000135543,-0.000210919,0.0054,0.0053,0.149228167,0.001038736,4,0.005,0.00172
2307,-42.51786447,-56.84485598,0.005510919,0.005476354,-0.000210919,-0.000276354,0.0053,0.0052,0.152844815,0.001910405,4,0.005,0.00172
2308,-56.84485598,-66.3022178,0.005476354,0.00543316,-0.000276354,-0.00033316,0.0052,0.0051,0.156629917,0.002878095,4,0.005,0.00172
2309,-66.3022178,-72.41191637,0.00543316,0.005382475,-0.00033316,-0.000382475,0.0051,0.005,0.160402269,0.003877169,4,0.005,0.00172
2310,-72.41191637,-82.26841976,0.005382475,0.005325286,-0.000382475,-0.000425286,0.005,0.0049,0.164043657,0.004864316,4,0.005,0.00172
2311,-82.26841976,-96.30156421,0.005325286,0.005262452,-0.000425286,-0.000462452,0.0049,0.0048,0.167481154,0.005811588,4,0.005,0.00172
2312,-96.30156421,-98.81348238,0.005262452,0.005194716,-0.000462452,-0.000494716,0.0048,0.0047,0.170673459,0.006701996,4,0.005,0.00172
2313,-98.81348238,-109.7974916,0.005194716,0.005122726,-0.000494716,-0.000522726,0.0047,0.0046,0.173601767,0.007526271,4,0.005,0.00172
2314,-109.7974916,-109.4529749,0.005122726,0.005047041,-0.000522726,-0.000547041,0.0046,0.0045,0.176262028,0.008280499,4,0.005,0.00172
2315,-109.4529749,-108.2279111,0.005047041,0.00496815,-0.000547041,-0.00056815,0.0045,0.0044,0.178660644,0.008964394,4,0.005,0.00172
2316,-108.2279111,-116.4207987,0.00496815,0.004886475,-0.00056815,-0.000586475,0.0044,0.0043,0.180810075,0.009580055,4,0.005,0.00172
2317,-116.4207987,-128.8998699,0.004886475,0.004802384,-0.000586475,-0.000602384,0.0043,0.0042,0.182726739,0.01013107,4,0.005,0.00172
2318,-128.8998699,-116.3407022,0.004802384,0.004716194,-0.000602384,-0.000616194,0.0042,0.0041,0.184428668,0.01062189,4,0.005,0.00172
2319,-116.3407022,-126.5004114,0.004716194,0.004628183,-0.000616194,-0.000628183,0.0041,0.004,0.185934926,0.011057379,4,0.005,0.00172
2320,-126.5004114,-91.33382484,0.004628183,0.00455209,-0.000628183,-0.00045209,0.004,0.0041,0.170012951,0.006880218,4,0.005,0.00010165
2321,-91.33382484,-65.86983171,0.00455209,0.004499219,-0.00045209,-0.000299219,0.0041,0.0042,0.160864568,0.003163994,4,0.005,0.00010165
2322,-65.86983171,-34.3315305,0.004499219,0.004466508,-0.000299219,-0.000166508,0.0042,0.0043,0.156445072,0.001089323,4,0.005,0.00010165
2323,-34.3315305,-9.429828001,0.004466508,0.004451299,-0.000166508,-5.13E-05,0.0043,0.0044,0.155263062,0.000156045,4,0.005,0.00010165
2324,-9.429828001,9.71056215,0.004451299,0.004451283,-5.13E-05,4.87E-05,0.0044,0.0045,0.156237402,-1.55E-07,4,0.005,0.00010165
2325,9.71056215,26.2758604,0.004451283,0.004464457,4.87E-05,0.000135543,0.0045,0.0046,0.158591598,0.000357124,4,0.005,0.00010165
2326,26.2758604,42.92061228,0.004464457,0.004489081,0.000135543,0.000210919,0.0046,0.0047,0.161771244,0.001038741,4,0.005,0.00010165
2327,42.92061228,57.42394088,0.004489081,0.004523645,0.000210919,0.000276355,0.0047,0.0048,0.165387951,0.00191041,4,0.005,0.00010165
2328,57.42394088,64.74235855,0.004523645,0.004566839,0.000276355,0.000333161,0.0048,0.0049,0.169173056,0.0028781,4,0.005,0.00010165
2329,64.74235855,71.71601454,0.004566839,0.004617525,0.000333161,0.000382475,0.0049,0.005,0.172945335,0.003877174,4,0.005,0.00010165
2330,71.71601454,87.39742566,0.004617525,0.004674713,0.000382475,0.000425287,0.005,0.0051,0.176586809,0.004864321,4,0.005,0.00010165
2331,87.39742566,91.01690651,0.004674713,0.004737548,0.000425287,0.000462452,0.0051,0.0052,0.180024216,0.005811593,4,0.005,0.00010165
2332,91.01690651,101.8635941,0.004737548,0.004805284,0.000462452,0.000494716,0.0052,0.0053,0.183216521,0.006702,4,0.005,0.00010165
2333,101.8635941,111.3921565,0.004805284,0.004877274,0.000494716,0.000522726,0.0053,0.0054,0.18614483,0.007526275,4,0.005,0.00010165
2334,111.3921565,116.2131649,0.004877274,0.004952959,0.000522726,0.000547041,0.0054,0.0055,0.188805092,0.008280503,4,0.005,0.00010165
2335,116.2131649,114.3210663,0.004952959,0.00503185,0.000547041,0.00056815,0.0055,0.0056,0.191203708,0.008964398,4,0.005,0.00010165
2336,114.3210663,122.1192627,0.00503185,0.005113525,0.00056815,0.000586475,0.0056,0.0057,0.19335314,0.009580058,4,0.005,0.00010165
2337,122.1192627,109.6029153,0.005113525,0.005197616,0.000586475,0.000602384,0.0057,0.0058,0.195269804,0.010131073,4,0.005,0.00010165
2338,109.6029153,122.0462195,0.005197616,0.005283806,0.000602384,0.000616194,0.0058,0.0059,0.196971733,0.010621892,4,0.005,0.00010165
2339,122.0462195,124.9115677,0.005283806,0.005371817,0.000616194,0.000628183,0.0059,0.006,0.198477991,0.011057381,4,0.005,0.00010165
2340,124.9115677,90.67285292,0.005371817,0.00544791,0.000628183,0.00045209,0.006,0.0059,0.182556015,0.00688022,4,0.005,6.00E-06
2341,90.67285292,61.74615486,0.00544791,0.005500781,0.00045209,0.000299219,0.0059,0.0058,0.17340763,0.003163995,4,0.005,6.00E-06
2342,61.74615486,32.2417127,0.005500781,0.005533492,0.000299219,0.000166508,0.0058,0.0057,0.168988133,0.001089324,4,0.005,6.00E-06
2343,32.2417127,10.48387926,0.005533492,0.005548701,0.000166508,5.13E-05,0.0057,0.0056,0.167806123,0.000156045,4,0.005,6.00E-06
2344,10.48387926,-9.102718215,0.005548701,0.005548717,5.13E-05,-4.87E-05,0.0056,0.0055,0.168780462,-1.55E-07,4,0.005,6.00E-06
2345,-9.102718215,-27.9935152,0.005548717,0.005535543,-4.87E-05,-0.000135543,0.0055,0.0054,0.171134657,0.000357124,4,0.005,6.00E-06
2346,-27.9935152,-37.99644599,0.005535543,0.005510919,-0.000135543,-0.000210919,0.0054,0.0053,0.174314303,0.001038741,4,0.005,6.00E-06
2347,-37.99644599,-54.74664169,0.005510919,0.005476355,-0.000210919,-0.000276355,0.0053,0.0052,0.17793101,0.001910409,4,0.005,6.00E-06
2348,-54.74664169,-66.87190776,0.005476355,0.005433161,-0.000276355,-0.000333161,0.0052,0.0051,0.181716114,0.0028781,4,0.005,6.00E-06
2349,-66.87190776,-72.23931868,0.005433161,0.005382475,-0.000333161,-0.000382475,0.0051,0.005,0.185488393,0.003877174,4,0.005,6.00E-06
2350,-72.23931868,-86.14155414,0.005382475,0.005325287,-0.000382475,-0.000425287,0.005,0.0049,0.189129867,0.004864321,4,0.005,6.00E-06
2351,-86.14155414,-93.99589709,0.005325287,0.005262452,-0.000425287,-0.000462452,0.0049,0.0048,0.192567274,0.005811592,4,0.005,6.00E-06
2352,-93.99589709,-104.2558524,0.005262452,0.005194716,-0.000462452,-0.000494716,0.0048,0.0047,0.195759579,0.006702,4,0.005,6.00E-06
2353,-104.2558524,-110.3792695,0.005194716,0.005122726,-0.000494716,-0.000522726,0.0047,0.0046,0.198687888,0.007526275,4,0.005,6.00E-06
2354,-110.3792695,-100.9486415,0.005122726,0.005047041,-0.000522726,-0.000547041,0.0046,0.0045,0.20134815,0.008280503,4,0.005,6.00E-06
2355,-100.9486415,-118.4405919,0.005047041,0.00496815,-0.000547041,-0.00056815,0.0045,0.0044,0.203746766,0.008964398,4,0.005,6.00E-06
2356,-118.4405919,-108.0886532,0.00496815,0.004886475,-0.00056815,-0.000586475,0.0044,0.0043,0.205896197,0.009580058,4,0.005,6.00E-06
2357,-108.0886532,-104.5716098,0.004886475,0.004802384,-0.000586475,-0.000602384,0.0043,0.0042,0.207812862,0.010131073,4,0.005,6.00E-06
2358,-104.5716098,-122.8553759,0.004802384,0.004716194,-0.000602384,-0.000616194,0.0042,0.0041,0.20951479,0.010621892,4,0.005,6.00E-06
2359,-122.8553759,-120.5797303,0.004716194,0.004628183,-0.000616194,-0.000628183,0.0041,0.004,0.211021049,0.011057381,4,0.005,6.00E-06
2360,-120.5797303,-86.97023516,0.004628183,0.00455209,-0.000628183,-0.00045209,0.004,0.0041,0.195099072,0.00688022,4,0.005,3.50E-07
2361,-86.97023516,-62.1136053,0.00455209,0.004499219,-0.00045209,-0.000299219,0.0041,0.0042,0.185950688,0.003163995,4,0.005,3.50E-07
2362,-62.1136053,-30.35950406,0.004499219,0.004466508,-0.000299219,-0.000166508,0.0042,0.0043,0.181531191,0.001089324,4,0.005,3.50E-07
2363,-30.35950406,-10.40446534,0.004466508,0.004451299,-0.000166508,-5.13E-05,0.0043,0.0044,0.180349181,0.000156045,4,0.005,3.50E-07
2364,-10.40446534,9.356638856,0.004451299,0.004451283,-5.13E-05,4.87E-05,0.0044,0.0045,0.18132352,-1.55E-07,4,0.005,3.50E-07
2365,9.356638856,26.5771019,0.004451283,0.004464457,4.87E-05,0.000135543,0.0045,0.0046,0.183677715,0.000357124,4,0.005,3.50E-07
2366,26.5771019,46.32662134,0.004464457,0.004489081,0.000135543,0.000210919,0.0046,0.0047,0.186857361,0.001038741,4,0.005,3.50E-07
2367,46.32662134,56.91945134,0.004489081,0.004523645,0.000210919,0.000276355,0.0047,0.0048,0.190474068,0.001910409,4,0.005,3.50E-07
2368,56.91945134,65.7925169,0.004523645,0.004566839,0.000276355,0.000333161,0.0048,0.0049,0.194259173,0.0028781,4,0.005,3.50E-07
2369,65.7925169,73.5181513,0.004566839,0.004617525,0.000333161,0.000382475,0.0049,0.005,0.198031451,0.003877174,4,0.005,3.50E-07
2370,73.5181513,81.11711866,0.004617525,0.004674713,0.000382475,0.000425287,0.005,0.0051,0.201672925,0.004864321,4,0.005,3.50E-07
2371,81.11711866,92.88139996,0.004674713,0.004737548,0.000425287,0.000462452,0.0051,0.0052,0.205110332,0.005811592,4,0.005,3.50E-07
2372,92.88139996,97.74210773,0.004737548,0.004805284,0.000462452,0.000494716,0.0052,0.0053,0.208302637,0.006702,4,0.005,3.50E-07
2373,97.74210773,99.96827391,0.004805284,0.004877274,0.000494716,0.000522726,0.0053,0.0054,0.211230946,0.007526275,4,0.005,3.50E-07
2374,99.96827391,113.0593414,0.004877274,0.004952959,0.000522726,0.000547041,0.0054,0.0055,0.213891208,0.008280503,4,0.005,3.50E-07
2375,113.0593414,116.2563186,0.004952959,0.00503185,0.000547041,0.00056815,0.0055,0.0056,0.216289824,0.008964398,4,0.005,3.50E-07
2376,116.2563186,122.9415325,0.00503185,0.005113525,0.00056815,0.000586475,0.0056,0.0057,0.218439256,0.009580058,4,0.005,3.50E-07
2377,122.9415325,122.9053706,0.005113525,0.005197616,0.000586475,0.000602384,0.0057,0.0058,0.22035592,0.010131073,4,0.005,3.50E-07
2378,122.9053706,124.3592541,0.005197616,0.005283806,0.000602384,0.000616194,0.0058,0.0059,0.222057848,0.010621892,4,0.005,3.50E-07
2379,124.3592541,125.1526049,0.005283806,0.005371817,0.000616194,0.000628183,0.0059,0.006,0.223564107,0.011057381,4,0.005,3.50E-07
2380,125.1526049,90.67056389,0.005371817,0.00544791,0.000628183,0.00045209,0.006,0.0059,0.207642131,0.00688022,4,0.005,0
2381,90.67056389,60.96212829,0.00544791,0.005500781,0.00045209,0.000299219,0.0059,0.0058,0.198493746,0.003163995,4,0.005,0
2382,60.96212829,34.36691113,0.005500781,0.005533492,0.000299219,0.000166508,0.0058,0.0057,0.194074249,0.001089324,4,0.005,0
2383,34.36691113,10.96710646,0.005533492,0.005548701,0.000166508,5.13E-05,0.0057,0.0056,0.192892239,0.000156045,4,0.005,0
2384,10.96710646,-10.26674747,0.005548701,0.005548717,5.13E-05,-4.87E-05,0.0056,0.0055,0.193866578,-1.55E-07,4,0.005,0
2385,-10.26674747,-27.4409816,0.005548717,0.005535543,-4.87E-05,-0.000135543,0.0055,0.0054,0.196220773,0.000357124,4,0.005,0
2386,-27.4409816,-43.66439967,0.005535543,0.005510919,-0.000135543,-0.000210919,0.0054,0.0053,0.199400419,0.001038741,4,0.005,0
2387,-43.66439967,-51.79772836,0.005510919,0.005476355,-0.000210919,-0.000276355,0.0053,0.0052,0.203017126,0.001910409,4,0.005,0
2388,-51.79772836,-68.49315542,0.005476355,0.005433161,-0.000276355,-0.000333161,0.0052,0.0051,0.206802231,0.0028781,4,0.005,0
2389,-68.49315542,-77.0827593,0.005433161,0.005382475,-0.000333161,-0.000382475,0.0051,0.005,0.210574509,0.003877174,4,0.005,0
2390,-77.0827593,-86.01515188,0.005382475,0.005325287,-0.000382475,-0.000425287,0.005,0.0049,0.214215983,0.004864321,4,0.005,0
2391,-86.01515188,-96.34282694,0.005325287,0.005262452,-0.000425287,-0.000462452,0.0049,0.0048,0.21765339,0.005811592,4,0.005,0
2392,-96.34282694,-96.3276563,0.005262452,0.005194716,-0.000462452,-0.000494716,0.0048,0.0047,0.220845695,0.006702,4,0.005,0
2393,-96.3276563,-105.9410423,0.005194716,0.005122726,-0.000494716,-0.000522726,0.0047,0.0046,0.223774005,0.007526275,4,0.005,0
2394,-105.9410423,-116.0531887,0.005122726,0.005047041,-0.000522726,-0.000547041,0.0046,0.0045,0.226434266,0.008280503,4,0.005,0
2395,-116.0531887,-118.1844209,0.005047041,0.00496815,-0.000547041,-0.00056815,0.0045,0.0044,0.228832882,0.008964398,4,0.005,0
2396,-118.1844209,-119.7738221,0.00496815,0.004886475,-0.00056815,-0.000586475,0.0044,0.0043,0.230982314,0.009580058,4,0.005,0
2397,-119.7738221,-123.9016665,0.004886475,0.004802384,-0.000586475,-0.000602384,0.0043,0.0042,0.232898978,0.010131073,4,0.005,0
2398,-123.9016665,-127.5853544,0.004802384,0.004716194,-0.000602384,-0.000616194,0.0042,0.0041,0.234600907,0.010621892,4,0.005,0
2399,-127.5853544,-124.2407129,0.004716194,0.004628183,-0.000616194,-0.000628183,0.0041,0.004,0.236107165,0.011057381,4,0.005,0
2400,-124.2407129,-128.7320195,0.004628183,0.004538592,-0.000628183,-0.000638592,0.004,0.0039,0.237436585,0.011442522,4,0.005,0
2401,-128.7320195,-126.6532271,0.004538592,0.004447627,-0.000638592,-0.000647627,0.0039,0.0038,0.238606847,0.01178221,4,0.005,0
2402,-126.6532271,-134.0452325,0.004447627,0.004355471,-0.000647627,-0.000655471,0.0038,0.0037,0.23963515,0.012081123,4,0.005,0
2403,-134.0452325,-145.9340286,0.004355471,0.004262281,-0.000655471,-0.000662281,0.0037,0.0036,0.240537176,0.012343648,4,0.005,0
2404,-145.9340286,-132.0025585,0.004262281,0.004168192,-0.000662281,-0.000668192,0.0036,0.0035,0.241327113,0.012573837,4,0.005,0
2405,-132.0025585,-143.4450665,0.004168192,0.004073324,-0.000668192,-0.000673324,0.0035,0.0034,0.242018213,0.012775392,4,0.005,0
2406,-143.4450665,-120.2317002,0.004073324,0.003977779,-0.000673324,-0.000677779,0.0034,0.0033,0.242622114,0.012951664,4,0.005,0
2407,-120.2317002,-132.5551707,0.003977779,0.003881647,-0.000677779,-0.000681647,0.0033,0.0032,0.243149436,0.013105667,4,0.005,0
2408,-132.5551707,-137.072188,0.003881647,0.003785004,-0.000681647,-0.000685004,0.0032,0.0031,0.243609348,0.013240098,4,0.005,0
2409,-137.072188,-134.8158047,0.003785004,0.003687919,-0.000685004,-0.000687919,0.0031,0.003,0.244010405,0.013357357,4,0.005,0
2410,-134.8158047,-141.3531274,0.003687919,0.00359045,-0.000687919,-0.00069045,0.003,0.0029,0.244359911,0.01345957,4,0.005,0
2411,-141.3531274,-135.12834,0.00359045,0.003492646,-0.00069045,-0.000692646,0.0029,0.0028,0.244664121,0.013548619,4,0.005,0
2412,-135.12834,-140.4375897,0.003492646,0.003394553,-0.000692646,-0.000694553,0.0028,0.0027,0.244929024,0.013626163,4,0.005,0
2413,-140.4375897,-139.7765088,0.003394553,0.003296209,-0.000694553,-0.000696209,0.0027,0.0026,0.245159608,0.01369366,4,0.005,0
2414,-139.7765088,-147.5694978,0.003296209,0.003197646,-0.000696209,-0.000697646,0.0026,0.0025,0.245360111,0.01375239,4,0.005,0
2415,-147.5694978,-157.1267225,0.003197646,0.003098894,-0.000697646,-0.000698894,0.0025,0.0024,0.245534555,0.013803477,4,0.005,0
2416,-157.1267225,-139.0176567,0.003098894,0.002999977,-0.000698894,-0.000699977,0.0024,0.0023,0.24568617,0.013847903,4,0.005,0
2417,-139.0176567,-140.3042707,0.002999977,0.002900917,-0.000699977,-0.000700917,0.0023,0.0022,0.245817943,0.013886529,4,0.005,0
2418,-140.3042707,-145.8192416,0.002900917,0.002801733,-0.000700917,-0.000701733,0.0022,0.0021,0.245932466,0.013920104,4,0.005,0
2419,-145.8192416,-130.8312476,0.002801733,0.002702442,-0.000701733,-0.000702442,0.0021,0.002,0.246032072,0.013949285,4,0.005,0
2420,-130.8312476,-104.7450659,0.002702442,0.002616556,-0.000702442,-0.000516556,0.002,0.0021,0.226827984,0.008873022,4,0.004,-7.42585045
2421,-104.7450659,-69.3564861,0.002616556,0.002555183,-0.000516556,-0.000355183,0.0021,0.0022,0.215364589,0.004359686,4,0.004,-7.42585045
2422,-69.3564861,-43.23350889,0.002555183,0.002515092,-0.000355183,-0.000215092,0.0022,0.0023,0.209338098,0.001724657,4,0.004,-7.42585045
2423,-43.23350889,-18.2399529,0.002515092,0.002493476,-0.000215092,-9.35E-05,0.0023,0.0024,0.20706492,0.000404121,4,0.004,-7.42585045
2424,-18.2399529,2.472326527,0.002493476,0.002487898,-9.35E-05,1.21E-05,0.0024,0.0025,2.07E-01,-1.35E-05,4,0.004,-7.42585045
2425,2.472326527,20.15934265,0.002487898,0.002496243,1.21E-05,0.000103757,0.0025,0.0026,0.209222539,0.000173175,4,0.004,-7.42585045
2426,20.15934265,36.67774457,0.002496243,0.002516675,0.000103757,0.000183325,0.0026,0.0027,0.212139897,0.000749151,4,0.004,-7.42585045
2427,36.67774457,48.79158409,0.002516675,0.002547601,0.000183325,0.000252399,0.0027,0.0028,0.215626745,0.001561113,4,0.004,-7.42585045
2428,48.79158409,67.42768557,0.002547601,0.002587635,0.000252399,0.000312365,0.0028,0.0029,0.219372997,0.002501089,4,0.004,-7.42585045
2429,67.42768557,72.1490706,0.002587635,0.002635578,0.000312365,0.000364422,0.0029,0.003,0.223167139,0.003494279,4,0.004,-7.42585045
2430,72.1490706,80.63645499,0.002635578,0.002690386,0.000364422,0.000409614,0.003,0.0031,0.226869394,0.004490016,4,0.004,-7.42585045
2431,80.63645499,91.59028412,0.002690386,0.002751154,0.000409614,0.000448846,0.0031,0.0032,0.230391222,0.00545507,4,0.004,-7.42585045
2432,91.59028412,88.81633829,0.002751154,0.002817095,0.000448846,0.000482905,0.0032,0.0033,0.233680673,0.006368694,4,0.004,-7.42585045
2433,88.81633829,97.97403495,0.002817095,0.002887528,0.000482905,0.000512472,0.0033,0.0034,0.236711124,0.007218987,4,0.004,-7.42585045
2434,97.97403495,101.2269488,0.002887528,0.00296186,0.000512472,0.00053814,0.0034,0.0035,0.239473717,0.008000221,4,0.004,-7.42585045
2435,101.2269488,118.8362136,0.00296186,0.003039578,0.00053814,0.000560422,0.0035,0.0036,0.241971183,0.008710891,4,0.004,-7.42585045
2436,118.8362136,108.7893104,0.003039578,0.003120233,0.000560422,0.000579767,0.0036,0.0037,0.244214301,0.009352305,4,0.004,-7.42585045
2437,108.7893104,119.324915,0.003120233,0.00320344,0.000579767,0.00059656,0.0037,0.0038,0.246217906,0.009927569,4,0.004,-7.42585045
2438,119.324915,110.9583572,0.00320344,0.003288862,0.00059656,0.000611138,0.0038,0.0039,0.247999741,0.010440865,4,0.004,-7.42585045
2439,110.9583572,131.2690243,0.003288862,0.003376206,0.000611138,0.000623794,0.0039,0.004,0.24957869,0.010896941,4,0.004,-7.42585045
2440,131.2690243,125.8518472,0.003376206,0.003465219,0.000623794,0.000634781,0.004,0.0041,0.250973558,0.011300763,4,0.004,-7.42585045
2441,125.8518472,122.1678513,0.003465219,0.003555681,0.000634781,0.000644319,0.0041,0.0042,0.252202662,0.011657279,4,0.004,-7.42585045
2442,122.1678513,132.4634324,0.003555681,0.0036474,0.000644319,0.0006526,0.0042,0.0043,0.253283497,0.011971261,4,0.004,-7.42585045
2443,132.4634324,138.3715004,0.0036474,0.003740212,0.0006526,0.000659788,0.0043,0.0044,0.254232008,0.012247214,4,0.004,-7.42585045
2444,138.3715004,136.2408463,0.003740212,0.003833972,0.000659788,0.000666028,0.0044,0.0045,0.255063211,0.012489322,4,0.004,-7.42585045
2445,136.2408463,135.0176772,0.003833972,0.003928555,0.000666028,0.000671445,0.0045,0.0046,0.255790655,0.01270142,4,0.004,-7.42585045
2446,135.0176772,131.1478721,0.003928555,0.004023852,0.000671445,0.000676148,0.0046,0.0047,0.25642664,0.012886993,4,0.004,-7.42585045
2447,131.1478721,141.90052,0.004023852,0.004119769,0.000676148,0.000680231,0.0047,0.0048,0.256982116,0.013049183,4,0.004,-7.42585045
2448,141.90052,129.118568,0.004119769,0.004216225,0.000680231,0.000683775,0.0048,0.0049,0.257466776,0.013190805,4,0.004,-7.42585045
2449,129.118568,147.7157602,0.004216225,0.004313148,0.000683775,0.000686852,0.0049,0.005,0.257889465,0.01331437,4,0.004,-7.42585045
2450,147.7157602,137.0945326,0.004313148,0.004410477,0.000686852,0.000689523,0.005,0.0051,0.258257808,0.013422106,4,0.004,-7.42585045
2451,137.0945326,140.7166681,0.004410477,0.004508158,0.000689523,0.000691842,0.0051,0.0052,0.258578685,0.013515986,4,0.004,-7.42585045
2452,140.7166681,147.2202272,0.004508158,0.004606145,0.000691842,0.000693855,0.0052,0.0053,0.258858031,0.01359775,4,0.004,-7.42585045
2453,147.2202272,149.9429212,0.004606145,0.004704397,0.000693855,0.000695603,0.0053,0.0054,0.259101214,0.013668931,4,0.004,-7.42585045
2454,149.9429212,137.3712411,0.004704397,0.00480288,0.000695603,0.00069712,0.0054,0.0055,0.25931272,0.013730875,4,0.004,-7.42585045
2455,137.3712411,142.9437653,0.00480288,0.004901563,0.00069712,0.000698437,0.0055,0.0056,0.259496688,0.013784764,4,0.004,-7.42585045
2456,142.9437653,135.1876723,0.004901563,0.00500042,0.000698437,0.00069958,0.0056,0.0057,0.259656612,0.013831631,4,0.004,-7.42585045
2457,135.1876723,132.4628896,0.00500042,0.005099427,0.00069958,0.000700573,0.0057,0.0058,0.259795746,0.013872382,4,0.004,-7.42585045
2458,132.4628896,135.5654998,0.005099427,0.005198566,0.000700573,0.000701434,0.0058,0.0059,0.259916533,0.013907808,4,0.004,-7.42585045
2459,135.5654998,140.20498,0.005198566,0.005297817,0.000701434,0.000702183,0.0059,0.006,0.26002172,0.013938598,4,0.004,-7.42585045
2460,140.20498,104.4147463,0.005297817,0.00538367,0.000702183,0.00051633,0.006,0.0059,0.240829412,0.008865621,4,0.004,-0.02594215
2461,104.4147463,71.52564075,0.00538367,0.005445012,0.00051633,0.000354988,0.0059,0.0058,0.229374529,0.004355178,4,0.004,-0.02594215
2462,71.52564075,42.78741906,0.005445012,0.005485078,0.000354988,0.000214922,0.0058,0.0057,0.223353867,0.001722188,4,0.004,-0.02594215
2463,42.78741906,18.16647859,0.005485078,0.005506672,0.000214922,9.33E-05,0.0057,0.0056,0.221083713,0.000403066,4,0.004,-0.02594215
2464,18.16647859,-2.515626349,0.005506672,0.00551223,9.33E-05,-1.22E-05,0.0056,0.0055,2.21E-01,-1.36E-05,4,0.004,-0.02594215
2465,-2.515626349,-19.73768697,0.00551223,0.005503868,-1.22E-05,-0.000103868,0.0055,0.0054,0.223246052,0.000173711,4,0.004,-0.02594215
2466,-19.73768697,-35.93206148,0.005503868,0.005483421,-0.000103868,-0.000183421,0.0054,0.0053,0.226164395,0.000750082,4,0.004,-0.02594215
