time_step,stress_t,stress_tdt,pl_strain_t,pl_strain_tdt,el_strain_t,el_strain_tdt,strain_t,strain_tdt,energy_tdt,dissipation_rate,group,strain_dynamic_tdt,stress_dynamic_tdt
1157,-102.1379171,-127.2231971,0.00488645,0.004802362,-0.00058645,-0.000602362,0.0043,0.0042,0.104633362,0.010130316,2,0.005,0.49233085
1158,-127.2231971,-128.5593367,0.004802362,0.004716176,-0.000602362,-0.000616176,0.0042,0.0041,0.106335732,0.010621219,2,0.005,0.49233085
1159,-128.5593367,-148.8673793,0.004716176,0.004628167,-0.000616176,-0.000628167,0.0041,0.004,0.107842203,0.011056785,2,0.005,0.49233085
1160,-148.8673793,-124.8931149,0.004628167,0.004538577,-0.000628167,-0.000638577,0.004,0.0039,0.109171721,0.011441996,2,0.005,0.49233085
1161,-124.8931149,-111.2666723,0.004538577,0.004447615,-0.000638577,-0.000647615,0.0039,0.0038,0.11034235,0.011781746,2,0.005,0.49233085
1162,-111.2666723,-126.487117,0.004447615,0.00435546,-0.000647615,-0.00065546,0.0038,0.0037,0.111370767,0.012080716,2,0.005,0.49233085
1163,-126.487117,-133.4650729,0.00435546,0.004262271,-0.00065546,-0.000662271,0.0037,0.0036,0.112272913,0.012343291,2,0.005,0.49233085
1164,-133.4650729,-136.0639535,0.004262271,0.004168184,-0.000662271,-0.000668184,0.0036,0.0035,0.113063108,0.012573524,2,0.005,0.49233085
1165,-136.0639535,-120.5305674,0.004168184,0.004073317,-0.000668184,-0.000673317,0.0035,0.0034,0.113754335,0.012775118,2,0.005,0.49233085
1166,-120.5305674,-117.1696201,0.004073317,0.003977773,-0.000673317,-0.000677773,0.0034,0.0033,0.114358367,0.012951424,2,0.005,0.49233085
1167,-117.1696201,-160.7678835,0.003977773,0.003881642,-0.000677773,-0.000681642,0.0033,0.0032,0.114885821,0.013105458,2,0.005,0.49233085
1168,-160.7678835,-134.6838648,0.003881642,0.003785,-0.000681642,-0.000685,0.0032,0.0031,0.115345867,0.013239916,2,0.005,0.49233085
1169,-134.6838648,-132.305492,0.003785,0.003687915,-0.000685,-0.000687915,0.0031,0.003,0.115746922,0.013357198,2,0.005,0.49233085
1170,-132.305492,-133.0272942,0.003687915,0.003590446,-0.000687915,-0.000690446,0.003,0.0029,0.116096425,0.013459431,2,0.005,0.49233085
1171,-133.0272942,-138.4246737,0.003590446,0.003492643,-0.000690446,-0.000692643,0.0029,0.0028,0.116400773,0.013548499,2,0.005,0.49233085
1172,-138.4246737,-136.1517876,0.003492643,0.003394551,-0.000692643,-0.000694551,0.0028,0.0027,0.116665813,0.013626058,2,0.005,0.49233085
1173,-136.1517876,-137.2877415,0.003394551,0.003296207,-0.000694551,-0.000696207,0.0027,0.0026,0.116896397,0.013693568,2,0.005,0.49233085
1174,-137.2877415,-143.7956156,0.003296207,0.003197644,-0.000696207,-0.000697644,0.0026,0.0025,0.1170969,0.01375231,2,0.005,0.49233085
1175,-143.7956156,-152.2965601,0.003197644,0.003098892,-0.000697644,-0.000698892,0.0025,0.0024,0.117271343,0.013803408,2,0.005,0.49233085
1176,-152.2965601,-143.4565116,0.003098892,0.002999975,-0.000698892,-0.000699975,0.0024,0.0023,0.117422958,0.013847843,2,0.005,0.49233085
1177,-143.4565116,-131.268978,0.002999975,0.002900916,-0.000699975,-0.000700916,0.0023,0.0022,0.11755487,0.013886477,2,0.005,0.49233085
1178,-131.268978,-151.4245043,0.002900916,0.002801732,-0.000700916,-0.000701732,0.0022,0.0021,0.117669393,0.013920059,2,0.005,0.49233085
1179,-151.4245043,-161.9895815,0.002801732,0.002702441,-0.000701732,-0.000702441,0.0021,0.002,0.117768999,0.013949245,2,0.005,0.49233085
1180,-161.9895815,-109.4027284,0.002702441,0.002616555,-0.000702441,-0.000516555,0.002,0.0021,0.098564942,0.008872995,2,0.004,-7.39827885
1181,-109.4027284,-79.69580958,0.002616555,0.002555182,-0.000516555,-0.000355182,0.0021,0.0022,0.087101571,0.00435967,2,0.004,-7.39827885
1182,-79.69580958,-39.80148269,0.002555182,0.002515091,-0.000355182,-0.000215091,0.0022,0.0023,0.081075097,0.001724648,2,0.004,-7.39827885
1183,-39.80148269,-19.75457126,0.002515091,0.002493475,-0.000215091,-9.35E-05,0.0023,0.0024,0.078801952,0.000404117,2,0.004,-7.39827885
1184,-19.75457126,2.316909763,0.002493475,0.002487897,-9.35E-05,1.21E-05,0.0024,0.0025,7.91E-02,-1.35E-05,2,0.004,-7.39827885
1185,2.316909763,22.5421457,0.002487897,0.002496242,1.21E-05,0.000103758,0.0025,0.0026,0.080959608,0.000173177,2,0.004,-7.39827885
1186,22.5421457,38.97872047,0.002496242,0.002516675,0.000103758,0.000183325,0.0026,0.0027,0.083876936,0.000749155,2,0.004,-7.39827885
1187,38.97872047,53.87932019,0.002516675,0.0025476,0.000183325,0.0002524,0.0027,0.0028,0.087363838,0.001561117,2,0.004,-7.39827885
1188,53.87932019,54.94856805,0.0025476,0.002587635,0.0002524,0.000312365,0.0028,0.0029,0.091110031,0.002501094,2,0.004,-7.39827885
1189,54.94856805,77.45361234,0.002587635,0.002635578,0.000312365,0.000364422,0.0029,0.003,0.094904175,0.003494284,2,0.004,-7.39827885
1190,77.45361234,86.67444608,0.002635578,0.002690386,0.000364422,0.000409614,0.003,0.0031,0.098606432,0.004490021,2,0.004,-7.39827885
1191,86.67444608,71.69768686,0.002690386,0.002751154,0.000409614,0.000448846,0.0031,0.0032,0.102128261,0.005455074,2,0.004,-7.39827885
1192,71.69768686,97.55012613,0.002751154,0.002817095,0.000448846,0.000482905,0.0032,0.0033,0.105417714,0.006368698,2,0.004,-7.39827885
1193,97.55012613,88.42277849,0.002817095,0.002887528,0.000482905,0.000512472,0.0033,0.0034,0.108448165,0.007218991,2,0.004,-7.39827885
1194,88.42277849,126.6694614,0.002887528,0.00296186,0.000512472,0.00053814,0.0034,0.0035,0.111210759,0.008000225,2,0.004,-7.39827885
1195,126.6694614,109.6327622,0.00296186,0.003039577,0.00053814,0.000560423,0.0035,0.0036,0.113708338,0.008710894,2,0.004,-7.39827885
1196,109.6327622,125.0455685,0.003039577,0.003120233,0.000560423,0.000579767,0.0036,0.0037,0.11595134,0.009352308,2,0.004,-7.39827885
1197,125.0455685,126.1801028,0.003120233,0.00320344,0.000579767,0.00059656,0.0037,0.0038,0.117954946,0.009927572,2,0.004,-7.39827885
1198,126.1801028,110.1034631,0.00320344,0.003288862,0.00059656,0.000611138,0.0038,0.0039,0.119736781,0.010440867,2,0.004,-7.39827885
1199,110.1034631,130.4115011,0.003288862,0.003376206,0.000611138,0.000623794,0.0039,0.004,0.121315729,0.010896943,2,0.004,-7.39827885
1200,130.4115011,107.1914367,0.003376206,0.003465219,0.000623794,0.000634781,0.004,0.0041,0.122710598,0.011300765,2,0.004,-7.39827885
1201,107.1914367,111.7750474,0.003465219,0.003555681,0.000634781,0.000644319,0.0041,0.0042,0.123939701,0.01165728,2,0.004,-7.39827885
1202,111.7750474,124.5465928,0.003555681,0.0036474,0.000644319,0.0006526,0.0042,0.0043,0.125020537,0.011971262,2,0.004,-7.39827885
1203,124.5465928,158.4374859,0.0036474,0.003740212,0.0006526,0.000659788,0.0043,0.0044,0.125969048,0.012247215,2,0.004,-7.39827885
1204,158.4374859,119.2689232,0.003740212,0.003833972,0.000659788,0.000666028,0.0044,0.0045,0.126800251,0.012489323,2,0.004,-7.39827885
1205,119.2689232,156.6510804,0.003833972,0.003928555,0.000666028,0.000671445,0.0045,0.0046,0.127527695,0.012701421,2,0.004,-7.39827885
1206,156.6510804,156.8861682,0.003928555,0.004023852,0.000671445,0.000676148,0.0046,0.0047,0.12816368,0.012886994,2,0.004,-7.39827885
1207,156.8861682,136.8260428,0.004023852,0.004119769,0.000676148,0.000680231,0.0047,0.0048,0.128719156,0.013049184,2,0.004,-7.39827885
1208,136.8260428,161.2247505,0.004119769,0.004216225,0.000680231,0.000683775,0.0048,0.0049,0.129203816,0.013190806,2,0.004,-7.39827885
1209,161.2247505,157.2979472,0.004216225,0.004313148,0.000683775,0.000686852,0.0049,0.005,0.129626505,0.013314371,2,0.004,-7.39827885
1210,157.2979472,123.2602744,0.004313148,0.004410477,0.000686852,0.000689523,0.005,0.0051,0.129994848,0.013422107,2,0.004,-7.39827885
1211,123.2602744,133.2048227,0.004410477,0.004508158,0.000689523,0.000691842,0.0051,0.0052,0.130315725,0.013515986,2,0.004,-7.39827885
1212,133.2048227,105.9110124,0.004508158,0.004606145,0.000691842,0.000693855,0.0052,0.0053,0.130595071,0.01359775,2,0.004,-7.39827885
1213,105.9110124,145.1821953,0.004606145,0.004704397,0.000693855,0.000695603,0.0053,0.0054,0.130838254,0.013668931,2,0.004,-7.39827885
1214,145.1821953,149.0240877,0.004704397,0.00480288,0.000695603,0.00069712,0.0054,0.0055,0.13104976,0.013730875,2,0.004,-7.39827885
1215,149.0240877,128.7612947,0.00480288,0.004901563,0.00069712,0.000698437,0.0055,0.0056,0.131233728,0.013784764,2,0.004,-7.39827885
1216,128.7612947,155.8572087,0.004901563,0.00500042,0.000698437,0.00069958,0.0056,0.0057,0.131393652,0.013831631,2,0.004,-7.39827885
1217,155.8572087,135.2976885,0.00500042,0.005099427,0.00069958,0.000700573,0.0057,0.0058,0.131532786,0.013872383,2,0.004,-7.39827885
1218,135.2976885,138.1987533,0.005099427,0.005198565,0.000700573,0.000701435,0.0058,0.0059,0.131653713,0.013907808,2,0.004,-7.39827885
1219,138.1987533,161.3626396,0.005198565,0.005297817,0.000701435,0.000702183,0.0059,0.006,0.13175876,0.013938599,2,0.004,-7.39827885
1220,161.3626396,106.2811992,0.005297817,0.00538367,0.000702183,0.00051633,0.006,0.0059,0.112566452,0.008865621,2,0.004,-0.0258458
1221,106.2811992,64.71653859,0.00538367,0.005445012,0.00051633,0.000354988,0.0059,0.0058,0.101111568,0.004355178,2,0.004,-0.0258458
1222,64.71653859,48.42429384,0.005445012,0.005485078,0.000354988,0.000214922,0.0058,0.0057,0.095090907,0.001722188,2,0.004,-0.0258458
1223,48.42429384,18.7827213,0.005485078,0.005506672,0.000214922,9.33E-05,0.0057,0.0056,0.092820753,0.000403067,2,0.004,-0.0258458
1224,18.7827213,-2.195144303,0.005506672,0.00551223,9.33E-05,-1.22E-05,0.0056,0.0055,9.31E-02,-1.36E-05,2,0.004,-0.0258458
1225,-2.195144303,-18.75349654,0.00551223,0.005503868,-1.22E-05,-0.000103868,0.0055,0.0054,0.094983092,0.000173711,2,0.004,-0.0258458
1226,-18.75349654,-33.2351655,0.005503868,0.005483421,-0.000103868,-0.000183421,0.0054,0.0053,0.097901434,0.000750082,2,0.004,-0.0258458
1227,-33.2351655,-54.00235125,0.005483421,0.005452483,-0.000183421,-0.000252483,0.0053,0.0052,0.101388832,0.001562273,2,0.004,-0.0258458
1228,-54.00235125,-65.50625971,0.005452483,0.005412437,-0.000252483,-0.000312437,0.0052,0.0051,0.105135205,0.00250236,2,0.004,-0.0258458
1229,-65.50625971,-69.10317441,0.005412437,0.005364485,-0.000312437,-0.000364485,0.0051,0.005,0.108929348,0.003495582,2,0.004,-0.0258458
1230,-69.10317441,-80.37191038,0.005364485,0.005309669,-0.000364485,-0.000409669,0.005,0.0049,0.112631442,0.004491298,2,0.004,-0.0258458
1231,-80.37191038,-96.60022823,0.005309669,0.005248894,-0.000409669,-0.000448894,0.0049,0.0048,0.116153015,0.005456296,2,0.004,-0.0258458
1232,-96.60022823,-91.98577406,0.005248894,0.005182946,-0.000448894,-0.000482946,0.0048,0.0047,0.119442071,0.006369843,2,0.004,-0.0258458
1233,-91.98577406,-102.2074501,0.005182946,0.005112508,-0.000482946,-0.000512508,0.0047,0.0046,0.122472221,0.007220049,2,0.004,-0.0258458
1234,-102.2074501,-98.67092999,0.005112508,0.005038171,-0.000512508,-0.000538171,0.0046,0.0045,0.125234436,0.008001192,2,0.004,-0.0258458
1235,-98.67092999,-110.3226857,0.005038171,0.004960449,-0.000538171,-0.000560449,0.0045,0.0044,0.127731574,0.00871177,2,0.004,-0.0258458
1236,-110.3226857,-106.1392226,0.004960449,0.00487979,-0.000560449,-0.00057979,0.0044,0.0043,0.129974318,0.009353096,2,0.004,-0.0258458
1237,-106.1392226,-117.1065033,0.00487979,0.00479658,-0.00057979,-0.00059658,0.0043,0.0042,0.131977634,0.009928276,2,0.004,-0.0258458
1238,-117.1065033,-93.50532156,0.00479658,0.004711156,-0.00059658,-0.000611156,0.0042,0.0041,0.133759276,0.010441494,2,0.004,-0.0258458
1239,-93.50532156,-137.1646469,0.004711156,0.00462381,-0.000611156,-0.00062381,0.0041,0.004,0.135338014,0.010897499,2,0.004,-0.0258458
1240,-137.1646469,-89.96959339,0.00462381,0.004548293,-0.00062381,-0.000448293,0.004,0.0041,0.119601405,0.00677072,2,0.005,7.83728575
1241,-89.96959339,-53.47065204,0.004548293,0.004495923,-0.000448293,-0.000295923,0.0041,0.0042,0.110583452,0.003099505,2,0.005,7.83728575
1242,-53.47065204,-31.141575,0.004495923,0.004463647,-0.000295923,-0.000163647,0.0042,0.0043,0.106254144,0.001056376,2,0.005,7.83728575
1243,-31.141575,-9.227987675,0.004463647,0.004448815,-0.000163647,-4.88E-05,0.0043,0.0044,0.105132897,0.000144804,2,0.005,7.83728575
1244,-9.227987675,9.979733458,0.004448815,0.004449126,-4.88E-05,5.09E-05,0.0044,0.0045,0.106147316,3.17E-06,2,0.005,7.83728575
1245,9.979733458,33.45146361,0.004449126,0.004462585,5.09E-05,0.000137415,0.0045,0.0046,0.108525013,0.000369873,2,0.005,7.83728575
1246,33.45146361,49.46365499,0.004462585,0.004487456,0.000137415,0.000212544,0.0046,0.0047,0.111718661,0.00105724,2,0.005,7.83728575
1247,49.46365499,55.67924203,0.004487456,0.004522235,0.000212544,0.000277765,0.0047,0.0048,0.115341889,0.00193207,2,0.005,7.83728575
1248,55.67924203,72.44459088,0.004522235,0.004565614,0.000277765,0.000334386,0.0048,0.0049,0.119128537,0.002901125,2,0.005,7.83728575
1249,72.44459088,81.62228741,0.004565614,0.004616461,0.000334386,0.000383539,0.0049,0.005,0.122898953,0.003900344,2,0.005,7.83728575
1250,81.62228741,78.68279879,0.004616461,0.00467379,0.000383539,0.00042621,0.005,0.0051,0.126536312,0.004886832,2,0.005,7.83728575
1251,78.68279879,73.61117442,0.00467379,0.004736747,0.00042621,0.000463253,0.0051,0.0052,0.129968372,0.005832942,2,0.005,7.83728575
1252,73.61117442,90.06928789,0.004736747,0.004804588,0.000463253,0.000495412,0.0052,0.0053,0.133154763,0.006721896,2,0.005,7.83728575
1253,90.06928789,136.3843748,0.004804588,0.00487667,0.000495412,0.00052333,0.0053,0.0054,0.136076826,0.007544573,2,0.005,7.83728575
1254,136.3843748,110.4061699,0.00487667,0.004952435,0.00052333,0.000547565,0.0054,0.0055,0.138730876,0.008297161,2,0.005,7.83728575
1255,110.4061699,98.56634649,0.004952435,0.005031395,0.000547565,0.000568605,0.0055,0.0056,0.141123567,0.008979442,2,0.005,7.83728575
1256,98.56634649,118.6865789,0.005031395,0.00511313,0.000568605,0.00058687,0.0056,0.0057,0.143267405,0.009593558,2,0.005,7.83728575
1257,118.6865789,113.324876,0.00511313,0.005197273,0.00058687,0.000602727,0.0057,0.0058,0.145178892,0.010143123,2,0.005,7.83728575
1258,113.324876,111.6288222,0.005197273,0.005283508,0.000602727,0.000616492,0.0058,0.0059,0.146876095,0.010632603,2,0.005,7.83728575
1259,111.6288222,134.3805294,0.005283508,0.005371558,0.000616492,0.000628442,0.0059,0.006,0.148378071,0.011066868,2,0.005,7.83728575
1260,134.3805294,83.2656892,0.005371558,0.005447686,0.000628442,0.000452314,0.006,0.0059,0.132445025,0.006886719,2,0.005,0.4632286
1261,83.2656892,50.56581428,0.005447686,0.005500586,0.000452314,0.000299414,0.0059,0.0058,0.123288947,0.003167828,2,0.005,0.4632286
1262,50.56581428,34.76328547,0.005500586,0.005533323,0.000299414,0.000166677,0.0058,0.0057,0.118864094,0.001091287,2,0.005,0.4632286
1263,34.76328547,10.67444715,0.005533323,0.005548554,0.000166677,5.14E-05,0.0057,0.0056,0.117677991,0.000156721,2,0.005,0.4632286
1264,10.67444715,-9.283060804,0.005548554,0.00554859,5.14E-05,-4.86E-05,0.0056,0.0055,0.118649781,-3.43E-07,2,0.005,0.4632286
1265,-9.283060804,-26.94503963,0.00554859,0.005535432,-4.86E-05,-0.000135432,0.0055,0.0054,0.121001756,0.000356377,2,0.005,0.4632286
1266,-26.94503963,-37.94045736,0.005535432,0.005510823,-0.000135432,-0.000210823,0.0054,0.0053,0.124180586,0.001037652,2,0.005,0.4632286
1267,-37.94045736,-53.10676218,0.005510823,0.005476271,-0.000210823,-0.000276271,0.0053,0.0052,0.127796865,0.001909133,2,0.005,0.4632286
1268,-53.10676218,-71.73634826,0.005476271,0.005433088,-0.000276271,-0.000333088,0.0052,0.0051,0.13158188,0.002876742,2,0.005,0.4632286
1269,-71.73634826,-88.63786017,0.005433088,0.005382413,-0.000333088,-0.000382413,0.0051,0.005,0.135354379,0.003875806,2,0.005,0.4632286
1270,-88.63786017,-82.58886746,0.005382413,0.005325232,-0.000382413,-0.000425232,0.005,0.0049,0.138995982,0.004862992,2,0.005,0.4632286
1271,-82.58886746,-94.15543013,0.005325232,0.005262405,-0.000425232,-0.000462405,0.0049,0.0048,0.142433776,0.005810332,2,0.005,0.4632286
1272,-94.15543013,-107.7130706,0.005262405,0.005194675,-0.000462405,-0.000494675,0.0048,0.0047,0.14562641,0.006700825,2,0.005,0.4632286
1273,-107.7130706,-115.3228828,0.005194675,0.00512269,-0.000494675,-0.00052269,0.0047,0.0046,0.148555042,0.007525194,2,0.005,0.4632286
1274,-115.3228828,-104.4050365,0.00512269,0.00504701,-0.00052269,-0.00054701,0.0046,0.0045,0.1512157,0.008279519,2,0.005,0.4632286
1275,-104.4050365,-112.3426683,0.00504701,0.004968123,-0.00054701,-0.000568123,0.0045,0.0044,0.153614657,0.008963509,2,0.005,0.4632286
1276,-112.3426683,-113.1241938,0.004968123,0.004886452,-0.000568123,-0.000586452,0.0044,0.0043,0.155764472,0.00957926,2,0.005,0.4632286
1277,-113.1241938,-123.3347791,0.004886452,0.004802363,-0.000586452,-0.000602363,0.0043,0.0042,0.157681313,0.010130361,2,0.005,0.4632286
1278,-123.3347791,-107.9068182,0.004802363,0.004716177,-0.000602363,-0.000616177,0.0042,0.0041,0.159383685,0.010621259,2,0.005,0.4632286
1279,-107.9068182,-112.3305606,0.004716177,0.004628168,-0.000616177,-0.000628168,0.0041,0.004,0.160890158,0.011056821,2,0.005,0.4632286
1280,-112.3305606,-139.8462538,0.004628168,0.004538578,-0.000628168,-0.000638578,0.004,0.0039,0.162219678,0.011442027,2,0.005,0.4632286
1281,-139.8462538,-124.2806188,0.004538578,0.004447616,-0.000638578,-0.000647616,0.0039,0.0038,0.163390308,0.011781774,2,0.005,0.4632286
1282,-124.2806188,-132.001109,0.004447616,0.004355461,-0.000647616,-0.000655461,0.0038,0.0037,0.164418727,0.01208074,2,0.005,0.4632286
1283,-132.001109,-145.9443322,0.004355461,0.004262272,-0.000655461,-0.000662272,0.0037,0.0036,0.165320874,0.012343312,2,0.005,0.4632286
1284,-145.9443322,-131.8151742,0.004262272,0.004168185,-0.000662272,-0.000668185,0.0036,0.0035,0.166111069,0.012573543,2,0.005,0.4632286
1285,-131.8151742,-129.8354916,0.004168185,0.004073318,-0.000668185,-0.000673318,0.0035,0.0034,0.166802297,0.012775134,2,0.005,0.4632286
1286,-129.8354916,-155.3723985,0.004073318,0.003977774,-0.000673318,-0.000677774,0.0034,0.0033,0.167406329,0.012951438,2,0.005,0.4632286
1287,-155.3723985,-136.0141718,0.003977774,0.003881642,-0.000677774,-0.000681642,0.0033,0.0032,0.167933647,0.01310547,2,0.005,0.4632286
1288,-136.0141718,-142.1378509,0.003881642,0.003785,-0.000681642,-0.000685,0.0032,0.0031,0.168393693,0.013239927,2,0.005,0.4632286
1289,-142.1378509,-133.9369228,0.003785,0.003687915,-0.000685,-0.000687915,0.0031,0.003,0.168794748,0.013357207,2,0.005,0.4632286
1290,-133.9369228,-127.3969419,0.003687915,0.003590446,-0.000687915,-0.000690446,0.003,0.0029,0.169144252,0.01345944,2,0.005,0.4632286
1291,-127.3969419,-142.7924482,0.003590446,0.003492643,-0.000690446,-0.000692643,0.0029,0.0028,0.169448599,0.013548506,2,0.005,0.4632286
1292,-142.7924482,-132.4509706,0.003492643,0.003394551,-0.000692643,-0.000694551,0.0028,0.0027,0.16971364,0.013626064,2,0.005,0.4632286
1293,-132.4509706,-124.4753073,0.003394551,0.003296207,-0.000694551,-0.000696207,0.0027,0.0026,0.169944223,0.013693573,2,0.005,0.4632286
1294,-124.4753073,-137.1941581,0.003296207,0.003197644,-0.000696207,-0.000697644,0.0026,0.0025,0.170144726,0.013752315,2,0.005,0.4632286
1295,-137.1941581,-125.2310286,0.003197644,0.003098892,-0.000697644,-0.000698892,0.0025,0.0024,0.17031917,0.013803412,2,0.005,0.4632286
1296,-125.2310286,-151.4178185,0.003098892,0.002999975,-0.000698892,-0.000699975,0.0024,0.0023,0.170470784,0.013847847,2,0.005,0.4632286
1297,-151.4178185,-128.644876,0.002999975,0.002900916,-0.000699975,-0.000700916,0.0023,0.0022,0.170602697,0.01388648,2,0.005,0.4632286
1298,-128.644876,-154.5996817,0.002900916,0.002801732,-0.000700916,-0.000701732,0.0022,0.0021,0.170717219,0.013920061,2,0.005,0.4632286
1299,-154.5996817,-141.5887874,0.002801732,0.002702441,-0.000701732,-0.000702441,0.0021,0.002,0.170816826,0.013949247,2,0.005,0.4632286
1300,-141.5887874,-151.28055,0.002702441,0.002603056,-0.000702441,-0.000703056,0.002,0.0019,0.170903302,0.013974609,2,0.005,0.4632286
1301,-151.28055,-156.8448823,0.002603056,0.002503591,-0.000703056,-0.000703591,0.0019,0.0018,0.170978586,0.013996645,2,0.005,0.4632286
1302,-156.8448823,-168.6548393,0.002503591,0.002404054,-0.000703591,-0.000704054,0.0018,0.0017,0.171043781,0.014015789,2,0.005,0.4632286
1303,-168.6548393,-133.4293172,0.002404054,0.002304457,-0.000704054,-0.000704457,0.0017,0.0016,0.17110056,0.014032418,2,0.005,0.4632286
1304,-133.4293172,-149.3638075,0.002304457,0.002204806,-0.000704457,-0.000704806,0.0016,0.0015,0.171149756,0.014046863,2,0.005,0.4632286
1305,-149.3638075,-108.7247522,0.002204806,0.00210511,-0.000704806,-0.00070511,0.0015,0.0014,0.171192626,0.014059409,2,0.005,0.4632286
1306,-108.7247522,-132.0969494,0.00210511,0.002005373,-0.00070511,-0.000705373,0.0014,0.0013,0.171229729,0.014070305,2,0.005,0.4632286
1307,-132.0969494,-134.7503811,0.002005373,0.001905602,-0.000705373,-0.000705602,0.0013,0.0012,0.171262046,0.014079767,2,0.005,0.4632286
1308,-134.7503811,-118.7866363,0.001905602,0.0018058,-0.000705602,-0.0007058,0.0012,0.0011,0.171289995,0.014087984,2,0.005,0.4632286
1309,-118.7866363,-156.1878978,0.0018058,0.001705972,-0.0007058,-0.000705972,0.0011,0.001,0.171314281,0.01409512,2,0.005,0.4632286
1310,-156.1878978,-143.8852068,0.001705972,0.001606122,-0.000705972,-0.000706122,0.001,0.0009,0.171335464,0.014101315,2,0.005,0.4632286
1311,-143.8852068,-128.6921058,0.001606122,0.001506252,-0.000706122,-0.000706252,0.0009,0.0008,0.171353827,0.014106695,2,0.005,0.4632286
1312,-128.6921058,-160.3874372,0.001506252,0.001406365,-0.000706252,-0.000706365,0.0008,0.0007,0.171369791,0.014111366,2,0.005,0.4632286
1313,-160.3874372,-142.1297876,0.001406365,0.001306463,-0.000706365,-0.000706463,0.0007,0.0006,0.171383638,0.014115422,2,0.005,0.4632286
1314,-142.1297876,-132.0570688,0.001306463,0.001206547,-0.000706463,-0.000706547,0.0006,0.0005,0.171395508,0.014118944,2,0.005,0.4632286
1315,-132.0570688,-156.6788159,0.001206547,0.001106621,-0.000706547,-0.000706621,0.0005,0.0004,0.171405966,0.014122001,2,0.005,0.4632286
1316,-156.6788159,-130.0664855,0.001106621,0.001006685,-0.000706621,-0.000706685,0.0004,0.0003,0.171415011,0.014124656,2,0.005,0.4632286
1317,-130.0664855,-131.2152177,0.001006685,0.000906741,-0.000706685,-0.000706741,0.0003,0.0002,0.171422927,0.01412696,2,0.005,0.4632286
1318,-131.2152177,-140.3364525,0.000906741,0.000806789,-0.000706741,-0.000706789,0.0002,0.0001,0.171429712,0.014128961,2,0.005,0.4632286
1319,-140.3364525,-137.5246778,0.000806789,0.000706831,-0.000706789,-0.000706831,0.0001,2.44E-19,0.171435649,0.014130698,2,0.005,0.4632286
1320,-137.5246778,-133.8223742,0.000706831,0.000606867,-0.000706831,-0.000706867,2.44E-19,-0.0001,0.171440739,0.014132206,2,0.005,0.4632286
1321,-133.8223742,-120.8365263,0.000606867,0.000506899,-0.000706867,-0.000706899,-0.0001,-0.0002,0.171445263,0.014133515,2,0.005,0.4632286
1322,-120.8365263,-131.8780138,0.000506899,0.000406926,-0.000706899,-0.000706926,-0.0002,-0.0003,0.17144908,0.014134652,2,0.005,0.4632286
1323,-131.8780138,-168.7195264,0.000406926,0.00030695,-0.000706926,-0.00070695,-0.0003,-0.0004,0.171452474,0.014135639,2,0.005,0.4632286
1324,-168.7195264,-139.404097,0.00030695,0.000206971,-0.00070695,-0.000706971,-0.0004,-0.0005,0.171455443,0.014136496,2,0.005,0.4632286
1325,-139.404097,-140.2999991,0.000206971,0.000106989,-0.000706971,-0.000706989,-0.0005,-0.0006,0.171457988,0.014137239,2,0.005,0.4632286
1326,-140.2999991,-169.6703863,0.000106989,7.00E-06,-0.000706989,-0.000707,-0.0006,-0.0007,0.171460109,0.014137885,2,0.005,0.4632286
1327,-169.6703863,-143.2547459,7.00E-06,-9.30E-05,-0.000707,-0.000707,-0.0007,-0.0008,0.171462089,0.014138445,2,0.005,0.4632286
1328,-143.2547459,-162.8888236,-9.30E-05,-0.00019297,-0.000707,-0.00070703,-0.0008,-0.0009,0.171463785,0.014138932,2,0.005,0.4632286
1329,-162.8888236,-129.5374524,-0.00019297,-0.00029296,-0.00070703,-0.00070704,-0.0009,-0.001,0.1714652,0.014139355,2,0.005,0.4632286
1330,-129.5374524,-128.7550858,-0.00029296,-0.000392951,-0.00070704,-0.000707049,-0.001,-0.0011,0.171466472,0.014139721,2,0.005,0.4632286
1331,-128.7550858,-125.3005691,-0.000392951,-0.000492944,-0.000707049,-0.000707056,-0.0011,-0.0012,0.171467462,0.01414004,2,0.005,0.4632286
1332,-125.3005691,-121.9912487,-0.000492944,-0.000592937,-0.000707056,-0.000707063,-0.0012,-0.0013,0.171468452,0.014140316,2,0.005,0.4632286
1333,-121.9912487,-155.1700752,-0.000592937,-0.000692931,-0.000707063,-0.000707069,-0.0013,-0.0014,0.1714693,0.014140556,2,0.005,0.4632286
1334,-155.1700752,-127.4993881,-0.000692931,-0.000792926,-0.000707069,-0.000707074,-0.0014,-0.0015,0.171470008,0.014140764,2,0.005,0.4632286
1335,-127.4993881,-128.2225583,-0.000792926,-0.000892922,-0.000707074,-0.000707078,-0.0015,-0.0016,0.171470573,0.014140945,2,0.005,0.4632286
1336,-128.2225583,-129.4382188,-0.000892922,-0.000992918,-0.000707078,-0.000707082,-0.0016,-0.0017,0.171471139,0.014141102,2,0.005,0.4632286
1337,-129.4382188,-148.8317074,-0.000992918,-0.001092915,-0.000707082,-0.000707085,-0.0017,-0.0018,0.171471563,0.014141238,2,0.005,0.4632286
1338,-148.8317074,-119.4480333,-0.001092915,-0.001192912,-0.000707085,-0.000707088,-0.0018,-0.0019,0.171471987,0.014141357,2,0.005,0.4632286
