time_step,stress_t,stress_tdt,pl_strain_t,pl_strain_tdt,el_strain_t,el_strain_tdt,strain_t,strain_tdt,energy_tdt,dissipation_rate,group,strain_dynamic_tdt,stress_dynamic_tdt
3106,27.1085915,42.18376506,-0.001535543,-0.001510919,0.000135543,0.000210919,-0.0014,-0.0013,0.069655216,0.001038739,6,-0.001,-0.00081195
3107,42.18376506,55.27087668,-0.001510919,-0.001476354,0.000210919,0.000276354,-0.0013,-0.0012,0.073271866,0.001910407,6,-0.001,-0.00081195
3108,55.27087668,66.6321051,-0.001476354,-0.001433161,0.000276354,0.000333161,-0.0012,-0.0011,0.077057036,0.002878098,6,-0.001,-0.00081195
3109,66.6321051,76.49505387,-0.001433161,-0.001382475,0.000333161,0.000382475,-0.0011,-0.001,0.080829313,0.003877171,6,-0.001,-0.00081195
3110,76.49505387,85.05731093,-0.001382475,-0.001325287,0.000382475,0.000425287,-0.001,-0.0009,0.084470787,0.004864318,6,-0.001,-0.00081195
3111,85.05731093,92.49040704,-0.001325287,-0.001262452,0.000425287,0.000462452,-0.0009,-0.0008,0.087908193,0.00581159,6,-0.001,-0.00081195
3112,92.49040704,98.94325203,-0.001262452,-0.001194716,0.000462452,0.000494716,-0.0008,-0.0007,0.091100498,0.006701998,6,-0.001,-0.00081195
3113,98.94325203,104.5451181,-0.001194716,-0.001122726,0.000494716,0.000522726,-0.0007,-0.0006,0.094028807,0.007526273,6,-0.001,-0.00081195
3114,104.5451181,109.4082293,-0.001122726,-0.001047041,0.000522726,0.000547041,-0.0006,-0.0005,0.096689068,0.008280501,6,-0.001,-0.00081195
3115,109.4082293,113.6300102,-0.001047041,-0.00096815,0.000547041,0.00056815,-0.0005,-0.0004,0.099087684,0.008964396,6,-0.001,-0.00081195
3116,113.6300102,117.2950372,-0.00096815,-0.000886475,0.00056815,0.000586475,-0.0004,-0.0003,0.101237115,0.009580056,6,-0.001,-0.00081195
3117,117.2950372,120.476733,-0.000886475,-0.000802384,0.000586475,0.000602384,-0.0003,-0.0002,0.10315378,0.010131072,6,-0.001,-0.00081195
3118,120.476733,123.2388378,-0.000802384,-0.000716194,0.000602384,0.000616194,-0.0002,-0.0001,0.104855708,0.010621891,6,-0.001,-0.00081195
3119,123.2388378,125.6366856,-0.000716194,-0.000628183,0.000616194,0.000628183,-0.0001,1.90E-19,0.106361966,0.01105738,6,-0.001,-0.00081195
3120,125.6366856,127.7183136,-0.000628183,-0.000538592,0.000628183,0.000638592,1.90E-19,0.0001,0.107691386,0.011442521,6,-0.001,-0.00081195
3121,127.7183136,129.5254237,-0.000538592,-0.000447627,0.000638592,0.000647627,0.0001,0.0002,0.108861648,0.011782209,6,-0.001,-0.00081195
3122,129.5254237,131.0942183,-0.000447627,-0.000355471,0.000647627,0.000655471,0.0002,0.0003,0.109889951,0.012081122,6,-0.001,-0.00081195
3123,131.0942183,132.4561256,-0.000355471,-0.000262281,0.000655471,0.000662281,0.0003,0.0004,0.110791978,0.012343648,6,-0.001,-0.00081195
3124,132.4561256,133.6384294,-0.000262281,-0.000168192,0.000662281,0.000668192,0.0004,0.0005,0.111581914,0.012573837,6,-0.001,-0.00081195
3125,133.6384294,134.6648149,-0.000168192,-7.33E-05,0.000668192,0.000673324,0.0005,0.0006,0.112273014,0.012775391,6,-0.001,-0.00081195
3126,134.6648149,135.5558443,-7.33E-05,2.22E-05,0.000673324,0.000677779,0.0006,0.0007,0.112876915,0.012951663,6,-0.001,-0.00081195
3127,135.5558443,136.3293678,2.22E-05,0.000118353,0.000677779,0.000681647,0.0007,0.0008,0.113404237,0.013105667,6,-0.001,-0.00081195
3128,136.3293678,137.0008817,0.000118353,0.000214996,0.000681647,0.000685004,0.0008,0.0009,0.113864149,0.013240098,6,-0.001,-0.00081195
3129,137.0008817,137.5838387,0.000214996,0.000312081,0.000685004,0.000687919,0.0009,0.001,0.114265206,0.013357357,6,-0.001,-0.00081195
3130,137.5838387,138.0899173,0.000312081,0.00040955,0.000687919,0.00069045,0.001,0.0011,0.114614712,0.01345957,6,-0.001,-0.00081195
3131,138.0899173,138.529256,0.00040955,0.000507354,0.00069045,0.000692646,0.0011,0.0012,0.114918922,0.013548619,6,-0.001,-0.00081195
3132,138.529256,138.9106562,0.000507354,0.000605447,0.000692646,0.000694553,0.0012,0.0013,0.115183825,0.013626163,6,-0.001,-0.00081195
3133,138.9106562,139.2417587,0.000605447,0.000703791,0.000694553,0.000696209,0.0013,0.0014,0.115414409,0.013693659,6,-0.001,-0.00081195
3134,139.2417587,139.5291965,0.000703791,0.000802354,0.000696209,0.000697646,0.0014,0.0015,0.115614913,0.01375239,6,-0.001,-0.00081195
3135,139.5291965,139.778728,0.000802354,0.000901106,0.000697646,0.000698894,0.0015,0.0016,0.115789356,0.013803477,6,-0.001,-0.00081195
3136,139.778728,139.9953522,0.000901106,0.001000023,0.000698894,0.000699977,0.0016,0.0017,0.115940971,0.013847903,6,-0.001,-0.00081195
3137,139.9953522,140.1834087,0.001000023,0.001099083,0.000699977,0.000700917,0.0017,0.0018,0.116072744,0.013886529,6,-0.001,-0.00081195
3138,140.1834087,140.3466649,0.001099083,0.001198267,0.000700917,0.000701733,0.0018,0.0019,0.116187267,0.013920104,6,-0.001,-0.00081195
3139,140.3466649,140.4883915,0.001198267,0.001297558,0.000701733,0.000702442,0.0019,0.002,0.116286873,0.013949284,6,-0.001,-0.00081195
3140,140.4883915,140.6114277,0.001297558,0.001396943,0.000702442,0.000703057,0.002,0.0021,0.116373349,0.013974641,6,-0.001,-0.00081195
3141,140.6114277,140.7182383,0.001396943,0.001496409,0.000703057,0.000703591,0.0021,0.0022,0.116448493,0.013996673,6,-0.001,-0.00081195
3142,140.7182383,140.8109631,0.001496409,0.001595945,0.000703591,0.000704055,0.0022,0.0023,0.116513829,0.014015813,6,-0.001,-0.00081195
3143,140.8109631,140.8914596,0.001595945,0.001695543,0.000704055,0.000704457,0.0023,0.0024,0.116570467,0.01403244,6,-0.001,-0.00081195
3144,140.8914596,140.9613406,0.001695543,0.001795193,0.000704457,0.000704807,0.0024,0.0025,0.116619804,0.014046881,6,-0.001,-0.00081195
3145,140.9613406,141.0220059,0.001795193,0.00189489,0.000704807,0.00070511,0.0025,0.0026,0.116662533,0.014059425,6,-0.001,-0.00081195
3146,141.0220059,141.0746708,0.00189489,0.001994627,0.00070511,0.000705373,0.0026,0.0027,0.116699636,0.014070319,6,-0.001,-0.00081195
3147,141.0746708,141.1203905,0.001994627,0.002094398,0.000705373,0.000705602,0.0027,0.0028,0.116731953,0.014079779,6,-0.001,-0.00081195
3148,141.1203905,141.1600808,0.002094398,0.0021942,0.000705602,0.0007058,0.0028,0.0029,0.116759902,0.014087995,6,-0.001,-0.00081195
3149,141.1600808,141.1945369,0.0021942,0.002294027,0.0007058,0.000705973,0.0029,0.003,0.116784329,0.014095129,6,-0.001,-0.00081195
3150,141.1945369,141.2244491,0.002294027,0.002393878,0.000705973,0.000706122,0.003,0.0031,0.116805371,0.014101323,6,-0.001,-0.00081195
3151,141.2244491,141.2504165,0.002393878,0.002493748,0.000706122,0.000706252,0.0031,0.0032,0.116823734,0.014106702,6,-0.001,-0.00081195
3152,141.2504165,141.2729595,0.002493748,0.002593635,0.000706252,0.000706365,0.0032,0.0033,0.116839698,0.014111372,6,-0.001,-0.00081195
3153,141.2729595,141.2925295,0.002593635,0.002693537,0.000706365,0.000706463,0.0033,0.0034,0.116853544,0.014115427,6,-0.001,-0.00081195
3154,141.2925295,141.3095188,0.002693537,0.002793452,0.000706463,0.000706548,0.0034,0.0035,0.116865556,0.014118948,6,-0.001,-0.00081195
3155,141.3095188,141.3242675,0.002793452,0.002893379,0.000706548,0.000706621,0.0035,0.0036,0.116875872,0.014122005,6,-0.001,-0.00081195
3156,141.3242675,141.3370712,0.002893379,0.002993315,0.000706621,0.000706685,0.0036,0.0037,0.116884918,0.014124659,6,-0.001,-0.00081195
3157,141.3370712,141.3481864,0.002993315,0.003093259,0.000706685,0.000706741,0.0037,0.0038,0.116892833,0.014126963,6,-0.001,-0.00081195
3158,141.3481864,141.3578358,0.003093259,0.003193211,0.000706741,0.000706789,0.0038,0.0039,0.116899619,0.014128964,6,-0.001,-0.00081195
3159,141.3578358,141.3662127,0.003193211,0.003293169,0.000706789,0.000706831,0.0039,0.004,0.116905556,0.0141307,6,-0.001,-0.00081195
3160,141.3662127,104.0731624,0.003293169,0.003379634,0.000706831,0.000520366,0.004,0.0039,0.097499554,0.008998712,6,0.001,7.86471555
3161,104.0731624,71.69819111,0.003379634,0.003441509,0.000520366,0.000358491,0.0039,0.0038,0.085893409,0.004436315,6,0.001,7.86471555
3162,71.69819111,43.59271948,0.003441509,0.003482036,0.000358491,0.000217964,0.0038,0.0037,0.079767455,0.001766698,6,0.001,7.86471555
3163,43.59271948,19.19370062,0.003482036,0.003504031,0.000217964,9.60E-05,0.0037,0.0036,0.077426514,0.000422167,6,0.001,7.86471555
3164,19.19370062,-1.987659694,0.003504031,0.003509938,9.60E-05,-9.94E-06,0.0036,0.0035,7.76E-02,-1.17E-05,6,0.001,7.86471555
3165,-1.987659694,-20.37569519,0.003509938,0.003501878,-9.94E-06,-0.000101878,0.0035,0.0034,0.079510388,0.000164224,6,0.001,7.86471555
3166,-20.37569519,-36.33877992,0.003501878,0.003481694,-0.000101878,-0.000181694,0.0034,0.0033,0.082410804,0.000733483,6,0.001,7.86471555
3167,-36.33877992,-50.19670803,0.003481694,0.003450984,-0.000181694,-0.000250984,0.0033,0.0032,0.085888934,0.001541559,6,0.001,7.86471555
3168,-50.19670803,-62.22710034,0.003450984,0.003411136,-0.000250984,-0.000311136,0.0032,0.0031,0.089632018,0.002479628,6,0.001,7.86471555
3169,-62.22710034,-72.67096595,0.003411136,0.003363355,-0.000311136,-0.000363355,0.0031,0.003,0.093426823,0.003472268,6,0.001,7.86471555
3170,-72.67096595,-81.73753056,0.003363355,0.003308688,-0.000363355,-0.000408688,0.003,0.0029,0.097132231,0.00446836,6,0.001,7.86471555
3171,-81.73753056,-89.60842786,0.003308688,0.003248042,-0.000408688,-0.000448042,0.0029,0.0028,0.100658681,0.005434349,6,0.001,7.86471555
3172,-89.60842786,-96.44133834,0.003248042,0.003182207,-0.000448042,-0.000482207,0.0028,0.0027,0.103953599,0.006349259,6,0.001,7.86471555
3173,-96.44133834,-102.3731481,0.003182207,0.003111866,-0.000482207,-0.000511866,0.0027,0.0026,0.106989885,0.007201025,6,0.001,7.86471555
3174,-102.3731481,-107.5226913,0.003111866,0.003037613,-0.000511866,-0.000537613,0.0026,0.0025,0.109758271,0.007983805,6,0.001,7.86471555
3175,-107.5226913,-111.9931304,0.003037613,0.002959966,-0.000537613,-0.000559966,0.0025,0.0024,0.112261654,0.008696021,6,0.001,7.86471555
3176,-111.9931304,-115.8740235,0.002959966,0.00287937,-0.000559966,-0.00057937,0.0024,0.0023,0.114510073,0.009338929,6,0.001,7.86471555
3177,-115.8740235,-119.2431177,0.00287937,0.002796216,-0.00057937,-0.000596216,0.0023,0.0022,0.116518843,0.009915605,6,0.001,7.86471555
3178,-119.2431177,-122.1679074,0.002796216,0.00271084,-0.000596216,-0.00061084,0.0022,0.0021,0.118305426,0.010430214,6,0.001,7.86471555
3179,-122.1679074,-124.7069859,0.00271084,0.002623535,-0.00061084,-0.000623535,0.0021,0.002,0.119888582,0.010887494,6,0.001,7.86471555
3180,-124.7069859,-89.61089703,0.002623535,0.002548054,-0.000623535,-0.000448054,0.002,0.0021,0.104163572,0.00676387,6,0.003,8.3296134
3181,-89.61089703,-59.14315947,0.002548054,0.002495716,-0.000448054,-0.000295716,0.0021,0.0022,0.095153821,0.003095475,6,0.003,8.3296134
3182,-59.14315947,-32.69340216,0.002495716,0.002463467,-0.000295716,-0.000163467,0.0022,0.0023,0.090830151,0.001054323,6,0.003,8.3296134
3183,-32.69340216,-9.731747714,0.002463467,0.002448659,-0.000163467,-4.87E-05,0.0023,0.0024,0.089713268,0.00014411,6,0.003,8.3296134
3184,-9.731747714,10.20180285,0.002448659,0.002448991,-4.87E-05,5.10E-05,0.0024,0.0025,0.090730388,3.39E-06,6,0.003,8.3296134
3185,10.20180285,27.50658545,0.002448991,0.002462467,5.10E-05,0.000137533,0.0025,0.0026,0.093110615,0.000370681,6,0.003,8.3296134
3186,27.50658545,42.52927294,0.002462467,0.002487354,0.000137533,0.000212646,0.0026,0.0027,0.096305116,0.001058407,6,0.003,8.3296134
3187,42.52927294,55.57082017,0.002487354,0.002522146,0.000212646,0.000277854,0.0027,0.0028,0.099928778,0.001933435,6,0.003,8.3296134
3188,55.57082017,66.89249308,0.002522146,0.002565538,0.000277854,0.000334462,0.0028,0.0029,0.103715428,0.002902575,6,0.003,8.3296134
3189,66.89249308,76.72110278,0.002565538,0.002616394,0.000334462,0.000383606,0.0029,0.003,0.10748581,0.003901801,6,0.003,8.3296134
3190,76.72110278,85.25354929,0.002616394,0.002673732,0.000383606,0.000426268,0.003,0.0031,0.111122897,0.004888248,6,0.003,8.3296134
3191,85.25354929,92.66076615,0.002673732,0.002736696,0.000426268,0.000463304,0.0031,0.0032,0.114554681,0.005834285,6,0.003,8.3296134
3192,92.66076615,99.09114478,0.002736696,0.002804544,0.000463304,0.000495456,0.0032,0.0033,0.11774066,0.006723147,6,0.003,8.3296134
3193,99.09114478,104.6735072,0.002804544,0.002876632,0.000495456,0.000523368,0.0033,0.0034,0.120662307,0.007545723,6,0.003,8.3296134
3194,104.6735072,109.5196869,0.002876632,0.002952402,0.000523368,0.000547598,0.0034,0.0035,0.123315969,0.008298208,6,0.003,8.3296134
3195,109.5196869,113.7267692,0.002952402,0.003031366,0.000547598,0.000568634,0.0035,0.0036,0.125708325,0.008980388,6,0.003,8.3296134
3196,113.7267692,117.3790359,0.003031366,0.003113105,0.000568634,0.000586895,0.0036,0.0037,0.127851784,0.009594406,6,0.003,8.3296134
3197,117.3790359,120.5496543,0.003113105,0.003197252,0.000586895,0.000602748,0.0037,0.0038,0.129762857,0.010143881,6,0.003,8.3296134
3198,120.5496543,123.3021424,0.003197252,0.003283489,0.000602748,0.000616511,0.0038,0.0039,0.131459865,0.010633276,6,0.003,8.3296134
3199,123.3021424,125.6916419,0.003283489,0.003371542,0.000616511,0.000628458,0.0039,0.004,0.132961503,0.011067464,6,0.003,8.3296134
3200,125.6916419,127.7660224,0.003371542,0.00346117,0.000628458,0.00063883,0.004,0.0041,0.134286692,0.011451425,6,0.003,8.3296134
3201,127.7660224,129.5668408,0.00346117,0.003552166,0.00063883,0.000647834,0.0041,0.0042,0.135453312,0.011790052,6,0.003,8.3296134
3202,129.5668408,131.1301735,0.003552166,0.003644349,0.000647834,0.000655651,0.0042,0.0043,0.136478356,0.012088017,6,0.003,8.3296134
3203,131.1301735,132.4873392,0.003644349,0.003737563,0.000655651,0.000662437,0.0043,0.0044,0.137377416,0.012349698,6,0.003,8.3296134
3204,132.4873392,133.6655266,0.003737563,0.003831672,0.000662437,0.000668328,0.0044,0.0045,0.138164839,0.012579137,6,0.003,8.3296134
3205,133.6655266,134.6883387,0.003831672,0.003926558,0.000668328,0.000673442,0.0045,0.0046,0.138853635,0.01278003,6,0.003,8.3296134
3206,134.6883387,135.5762658,0.003926558,0.004022119,0.000673442,0.000677881,0.0046,0.0047,0.139455458,0.012955717,6,0.003,8.3296134
3207,135.5762658,136.3470962,0.004022119,0.004118265,0.000677881,0.000681735,0.0047,0.0048,0.13998094,0.013109207,6,0.003,8.3296134
3208,136.3470962,137.0162721,0.004118265,0.004214919,0.000681735,0.000685081,0.0048,0.0049,0.140439396,0.013243187,6,0.003,8.3296134
3209,137.0162721,137.5971995,0.004214919,0.004312014,0.000685081,0.000687986,0.0049,0.005,0.140839116,0.01336005,6,0.003,8.3296134
3210,137.5971995,138.1015161,0.004312014,0.004409492,0.000687986,0.000690508,0.005,0.0051,0.141187408,0.013461917,6,0.003,8.3296134
3211,138.1015161,138.5393252,0.004409492,0.004507303,0.000690508,0.000692697,0.0051,0.0052,0.141490671,0.013550664,6,0.003,8.3296134
3212,138.5393252,138.9193975,0.004507303,0.004605403,0.000692697,0.000694597,0.0052,0.0053,0.141754618,0.013627943,6,0.003,8.3296134
3213,138.9193975,139.2493472,0.004605403,0.004703753,0.000694597,0.000696247,0.0053,0.0054,0.141984379,0.013695208,6,0.003,8.3296134
3214,139.2493472,139.5357843,0.004703753,0.004802321,0.000696247,0.000697679,0.0054,0.0055,0.142184194,0.013753737,6,0.003,8.3296134
3215,139.5357843,139.784447,0.004802321,0.004901078,0.000697679,0.000698922,0.0055,0.0056,0.142357947,0.013804649,6,0.003,8.3296134
3216,139.784447,140.000317,0.004901078,0.004999998,0.000698922,0.000700002,0.0056,0.0057,0.142509147,0.013848922,6,0.003,8.3296134
3217,140.000317,140.1877187,0.004999998,0.005099061,0.000700002,0.000700939,0.0057,0.0058,0.142640503,0.013887415,6,0.003,8.3296134
3218,140.1877187,140.3504066,0.005099061,0.005198248,0.000700939,0.000701752,0.0058,0.0059,0.142754608,0.013920874,6,0.003,8.3296134
3219,140.3504066,140.4916398,0.005198248,0.005297542,0.000701752,0.000702458,0.0059,0.006,0.142853795,0.013949954,6,0.003,8.3296134
3220,140.4916398,103.3139251,0.005297542,0.00538343,0.000702458,0.00051657,0.006,0.0059,0.123648976,0.008873486,6,0.004,7.89232695
3221,103.3139251,71.03907945,0.00538343,0.005444805,0.00051657,0.000355195,0.0059,0.0058,0.112185044,0.004359969,6,0.004,7.89232695
3222,71.03907945,43.0205292,0.005444805,0.005484897,0.000355195,0.000215103,0.0058,0.0057,0.106158212,0.001724811,6,0.004,7.89232695
3223,43.0205292,18.69696882,0.005484897,0.005506515,0.000215103,9.35E-05,0.0057,0.0056,0.103884605,0.000404187,6,0.004,7.89232695
3224,18.69696882,-2.418884219,0.005506515,0.005512094,9.35E-05,-1.21E-05,0.0056,0.0055,1.04E-01,-1.35E-05,6,0.004,7.89232695
3225,-2.418884219,-20.75005131,0.005512094,0.00550375,-1.21E-05,-0.00010375,0.0055,0.0054,0.106041781,0.000173142,6,0.004,7.89232695
3226,-20.75005131,-36.66376724,0.00550375,0.005483319,-0.00010375,-0.000183319,0.0054,0.0053,0.108959081,0.000749093,6,0.004,7.89232695
3227,-36.66376724,-50.47883715,0.005483319,0.005452394,-0.000183319,-0.000252394,0.0053,0.0052,0.112445906,0.00156104,6,0.004,7.89232695
3228,-50.47883715,-62.47202324,0.005452394,0.00541236,-0.000252394,-0.00031236,0.0052,0.0051,0.116192104,0.002501009,6,0.004,7.89232695
3229,-62.47202324,-72.88358927,0.00541236,0.005364418,-0.00031236,-0.000364418,0.0051,0.005,0.119986278,0.003494197,6,0.004,7.89232695
3230,-72.88358927,-81.92211384,0.005364418,0.005309611,-0.000364418,-0.000409611,0.005,0.0049,0.123688584,0.004489936,6,0.004,7.89232695
3231,-81.92211384,-89.76866893,0.005309611,0.005248843,-0.000409611,-0.000448843,0.0049,0.0048,0.127210388,0.005454993,6,0.004,7.89232695
3232,-89.76866893,-96.58044737,0.005248843,0.005182902,-0.000448843,-0.000482902,0.0048,0.0047,0.130499821,0.006368622,6,0.004,7.89232695
3233,-96.58044737,-102.4939119,0.005182902,0.00511247,-0.000482902,-0.00051247,0.0047,0.0046,0.133530361,0.007218921,6,0.004,7.89232695
3234,-102.4939119,-107.6275292,0.00511247,0.005038138,-0.00051247,-0.000538138,0.0046,0.0045,0.136292945,0.00800016,6,0.004,7.89232695
3235,-107.6275292,-112.0841427,0.005038138,0.004960421,-0.000538138,-0.000560421,0.0045,0.0044,0.138790516,0.008710836,6,0.004,7.89232695
3236,-112.0841427,-115.9530333,0.004960421,0.004879765,-0.000560421,-0.000579765,0.0044,0.0043,0.141033511,0.009352255,6,0.004,7.89232695
3237,-115.9530333,-119.311708,0.004879765,0.004796559,-0.000579765,-0.000596559,0.0043,0.0042,0.143037232,0.009927525,6,0.004,7.89232695
3238,-119.311708,-122.2274522,0.004796559,0.004711137,-0.000596559,-0.000611137,0.0042,0.0041,0.144819064,0.010440825,6,0.004,7.89232695
3239,-122.2274522,-124.7586782,0.004711137,0.004623793,-0.000611137,-0.000623793,0.0041,0.004,0.14639801,0.010896906,6,0.004,7.89232695
3240,-124.7586782,-126.9560947,0.004623793,0.00453478,-0.000623793,-0.00063478,0.004,0.0039,0.147792876,0.011300732,6,0.004,7.89232695
3241,-126.9560947,-128.8637236,0.00453478,0.004444319,-0.00063478,-0.000644319,0.0039,0.0038,0.149022107,0.011657252,6,0.004,7.89232695
3242,-128.8637236,-130.5197809,0.004444319,0.004352599,-0.000644319,-0.000652599,0.0038,0.0037,0.150102811,0.011971237,6,0.004,7.89232695
3243,-130.5197809,-131.9574431,0.004352599,0.004259787,-0.000652599,-0.000659787,0.0037,0.0036,0.151051321,0.012247193,6,0.004,7.89232695
3244,-131.9574431,-133.2055114,0.004259787,0.004166028,-0.000659787,-0.000666028,0.0036,0.0035,0.151882657,0.012489303,6,0.004,7.89232695
3245,-133.2055114,-134.2889887,0.004166028,0.004071445,-0.000666028,-0.000671445,0.0035,0.0034,0.1526101,0.012701404,6,0.004,7.89232695
3246,-134.2889887,-135.2295807,0.004071445,0.003976148,-0.000671445,-0.000676148,0.0034,0.0033,0.153246085,0.012886979,6,0.004,7.89232695
3247,-135.2295807,-136.0461308,0.003976148,0.003880231,-0.000676148,-0.000680231,0.0033,0.0032,0.153801561,0.013049171,6,0.004,7.89232695
3248,-136.0461308,-136.754997,0.003880231,0.003783775,-0.000680231,-0.000683775,0.0032,0.0031,0.154286221,0.013190795,6,0.004,7.89232695
3249,-136.754997,-137.3703804,0.003783775,0.003686852,-0.000683775,-0.000686852,0.0031,0.003,0.15470891,0.013314361,6,0.004,7.89232695
3250,-137.3703804,-137.9046091,0.003686852,0.003589523,-0.000686852,-0.000689523,0.003,0.0029,0.155077253,0.013422098,6,0.004,7.89232695
3251,-137.9046091,-138.3683856,0.003589523,0.003491842,-0.000689523,-0.000691842,0.0029,0.0028,0.155398129,0.013515979,6,0.004,7.89232695
3252,-138.3683856,-138.7710009,0.003491842,0.003393855,-0.000691842,-0.000693855,0.0028,0.0027,0.155677475,0.013597743,6,0.004,7.89232695
3253,-138.7710009,-139.1205206,0.003393855,0.003295603,-0.000693855,-0.000695603,0.0027,0.0026,0.155920658,0.013668925,6,0.004,7.89232695
3254,-139.1205206,-139.4239469,0.003295603,0.00319712,-0.000695603,-0.00069712,0.0026,0.0025,0.156132164,0.01373087,6,0.004,7.89232695
3255,-139.4239469,-139.6873584,0.00319712,0.003098437,-0.00069712,-0.000698437,0.0025,0.0024,0.156316132,0.01378476,6,0.004,7.89232695
3256,-139.6873584,-139.916032,0.003098437,0.00299958,-0.000698437,-0.00069958,0.0024,0.0023,0.156476056,0.013831628,6,0.004,7.89232695
3257,-139.916032,-140.114549,0.00299958,0.002900573,-0.00069958,-0.000700573,0.0023,0.0022,0.15661519,0.013872379,6,0.004,7.89232695
3258,-140.114549,-140.2868862,0.002900573,0.002801434,-0.000700573,-0.000701434,0.0022,0.0021,0.156735977,0.013907805,6,0.004,7.89232695
3259,-140.2868862,-140.4364962,0.002801434,0.002702182,-0.000701434,-0.000702182,0.0021,0.002,0.156841024,0.013938596,6,0.004,7.89232695
3260,-140.4364962,-103.2660538,0.002702182,0.00261633,-0.000702182,-0.00051633,0.002,0.0021,0.137648821,0.008865619,6,0.004,0.0275718
3261,-103.2660538,-70.99752118,0.00261633,0.002554988,-0.00051633,-0.000354988,0.0021,0.0022,0.126193939,0.004355177,6,0.004,0.0275718
3262,-70.99752118,-42.98445149,0.002554988,0.002514922,-0.000354988,-0.000214922,0.0022,0.0023,0.120173279,0.001722187,6,0.004,0.0275718
3263,-42.98445149,-18.66564892,0.002514922,0.002493328,-0.000214922,-9.33E-05,0.0023,0.0024,0.117903125,0.000403066,6,0.004,0.0275718
3264,-18.66564892,2.446073761,0.002493328,0.00248777,-9.33E-05,1.22E-05,0.0024,0.0025,1.18E-01,-1.36E-05,6,0.004,0.0275718
3265,2.446073761,20.77365519,0.00248777,0.002496132,1.22E-05,0.000103868,0.0025,0.0026,0.120065465,0.000173711,6,0.004,0.0275718
3266,20.77365519,36.68425832,0.002496132,0.002516579,0.000103868,0.000183421,0.0026,0.0027,0.122983808,0.000750082,6,0.004,0.0275718
3267,36.68425832,50.49662594,0.002516579,0.002547517,0.000183421,0.000252483,0.0027,0.0028,0.126471206,0.001562273,6,0.004,0.0275718
3268,50.49662594,62.4874661,0.002547517,0.002587563,0.000252483,0.000312437,0.0028,0.0029,0.13021758,0.002502361,6,0.004,0.0275718
3269,62.4874661,72.89699558,0.002587563,0.002635515,0.000312437,0.000364485,0.0029,0.003,0.134011723,0.003495582,6,0.004,0.0275718
3270,72.89699558,81.93375217,0.002635515,0.002690331,0.000364485,0.000409669,0.003,0.0031,0.137713817,0.004491298,6,0.004,0.0275718
3271,81.93375217,89.77877244,0.002690331,0.002751106,0.000409669,0.000448894,0.0031,0.0032,0.14123539,0.005456296,6,0.004,0.0275718
3272,89.77877244,96.58921847,0.002751106,0.002817054,0.000448894,0.000482946,0.0032,0.0033,0.144524446,0.006369844,6,0.004,0.0275718
3273,96.58921847,102.5015263,0.002817054,0.002887492,0.000482946,0.000512508,0.0033,0.0034,0.147554596,0.00722005,6,0.004,0.0275718
3274,102.5015263,107.6341394,0.002887492,0.002961829,0.000512508,0.000538171,0.0034,0.0035,0.150316811,0.008001192,6,0.004,0.0275718
3275,107.6341394,112.0898812,0.002961829,0.003039551,0.000538171,0.000560449,0.0035,0.0036,0.152813949,0.00871177,6,0.004,0.0275718
3276,112.0898812,115.958015,0.003039551,0.00312021,0.000560449,0.00057979,0.0036,0.0037,0.155056693,0.009353096,6,0.004,0.0275718
3277,115.958015,119.3160327,0.00312021,0.00320342,0.00057979,0.00059658,0.0037,0.0038,0.157060009,0.009928277,6,0.004,0.0275718
3278,119.3160327,122.2312067,0.00320342,0.003288844,0.00059658,0.000611156,0.0038,0.0039,0.158841651,0.010441495,6,0.004,0.0275718
3279,122.2312067,124.7619375,0.003288844,0.00337619,0.000611156,0.00062381,0.0039,0.004,0.160420389,0.010897499,6,0.004,0.0275718
3280,124.7619375,89.65860179,0.00337619,0.003451707,0.00062381,0.000448293,0.004,0.0039,0.14468378,0.00677072,6,0.003,-7.83727935
3281,89.65860179,59.18457308,0.003451707,0.003504077,0.000448293,0.000295923,0.0039,0.0038,0.135665827,0.003099505,6,0.003,-7.83727935
3282,59.18457308,32.72935429,0.003504077,0.003536353,0.000295923,0.000163647,0.0038,0.0037,0.131336519,0.001056376,6,0.003,-7.83727935
3283,32.72935429,9.762958604,0.003536353,0.003551185,0.000163647,4.88E-05,0.0037,0.0036,0.130215272,0.000144804,6,0.003,-7.83727935
3284,9.762958604,-10.17470795,0.003551185,0.003550874,4.88E-05,-5.09E-05,0.0036,0.0035,0.13122969,3.17E-06,6,0.003,-7.83727935
3285,-10.17470795,-27.48306373,0.003550874,0.003537415,-5.09E-05,-0.000137415,0.0035,0.0034,0.133607388,0.000369873,6,0.003,-7.83727935
3286,-27.48306373,-42.50885318,0.003537415,0.003512544,-0.000137415,-0.000212544,0.0034,0.0033,0.136801035,0.00105724,6,0.003,-7.83727935
3287,-42.50885318,-55.5530933,0.003512544,0.003477765,-0.000212544,-0.000277765,0.0033,0.0032,0.140424264,0.00193207,6,0.003,-7.83727935
3288,-55.5530933,-66.87710397,0.003477765,0.003434386,-0.000277765,-0.000334386,0.0032,0.0031,0.144210912,0.002901125,6,0.003,-7.83727935
3289,-66.87710397,-76.70774313,0.003434386,0.003383539,-0.000334386,-0.000383539,0.0031,0.003,0.147981328,0.003900344,6,0.003,-7.83727935
